States/UTs,YEAR,JAN,FEB,MAR,APR,MAY,JUN
West Uttar Pradesh,1987,15.2,13.1,2.7,1.8,39.8,34.6
West Uttar Pradesh,1988,3.5,11.4,26.6,8,6.1,85.6
West Uttar Pradesh,1989,24.6,1.1,15.4,0,1.6,88.5
West Uttar Pradesh,1990,0,67.5,9.2,0.7,29.8,45.9
West Uttar Pradesh,1991,2.9,18.9,7.5,2.9,2.7,44.8
West Uttar Pradesh,1992,14.2,9.7,4,0.3,7.9,25.9
West Uttar Pradesh,1993,3.7,13.5,21.2,1,15.2,82
West Uttar Pradesh,1994,24,17.3,0,12.4,6.5,72.5
West Uttar Pradesh,1995,30.1,11.2,7.9,3.7,0,72.2
West Uttar Pradesh,1996,24.8,55.8,2.7,0.4,3.7,86.1
West Uttar Pradesh,1997,3.8,0.7,2.4,19.2,22.8,79.9
West Uttar Pradesh,1998,3.3,8.1,23.5,9,10.4,71.4
West Uttar Pradesh,1999,19.3,1.1,0,0,8.3,66.3
West Uttar Pradesh,2000,8.8,22.9,1.7,2.1,23.6,143
West Uttar Pradesh,2001,2.5,2.3,2.6,12,29.6,164.4
West Uttar Pradesh,2002,16.8,37.6,2,0.7,21.5,29
West Uttar Pradesh,2003,18.6,40.4,2.5,4.4,5.9,74.1
West Uttar Pradesh,2004,20.6,0.7,0,20,21.7,59.3
West Uttar Pradesh,2005,10.1,17.9,22.6,1.2,6.9,67.1
West Uttar Pradesh,2006,0.5,0,20.2,4,34.1,66.6
West Uttar Pradesh,2007,0.4,66.9,37.4,0.9,11,88.4
West Uttar Pradesh,2008,0.9,0.2,0,4,24.8,193.8
West Uttar Pradesh,2009,1.3,3.9,1.2,8.7,12.8,17.1
West Uttar Pradesh,2010,3.2,13.7,0.2,0.4,9.3,12.5
West Uttar Pradesh,2011,2.1,10.4,3.9,2.8,29.6,175.9
West Uttar Pradesh,2012,14.5,0.1,1.4,4.7,0.3,4
West Uttar Pradesh,2013,20.4,69.5,3.5,1.6,2.1,190.6
West Uttar Pradesh,2014,48.3,29.4,22.6,5.3,11,22
West Uttar Pradesh,2015,31.6,7.2,66.8,21,8.1,72
West Uttar Pradesh,2016,2.1,2,10.4,0.5,28.3,60
West Uttar Pradesh,2017,22,1.1,8.5,1.4,13.5,85.1
Uttarakhand,1901,134.5,81.4,44.5,5.9,60.8,33.6
Uttarakhand,1902,0,17,52.2,63.7,52.1,113.1
Uttarakhand,1903,68,7.9,87.6,10.3,37.5,83
Uttarakhand,1904,40,5.2,78.3,13.6,61.1,180.1
Uttarakhand,1905,115.4,80.7,99.8,26.1,70.3,111.5
Uttarakhand,1906,26.1,162,36.8,10.1,44.6,195.6
Uttarakhand,1907,49.4,131.6,144.4,41.7,57.6,74.8
Uttarakhand,1908,49.4,74.6,6.3,31.8,46.3,144.9
Uttarakhand,1909,75.8,43.1,8.7,64.6,16.5,306.5
Uttarakhand,1910,34.6,38.8,12.1,21.4,59.3,231
Uttarakhand,1911,211.4,4.2,190.3,20.4,19.5,204.1
Uttarakhand,1912,79,31.1,44.5,27.8,51.4,103.1
Uttarakhand,1913,11.4,91.8,70.3,24.4,98.3,289.1
Uttarakhand,1914,0.9,119.9,115.7,50.2,82.3,141.3
Uttarakhand,1915,32.4,126.3,101,40.6,57.2,129.8
Uttarakhand,1916,3.9,35.6,1.9,20.6,49,373.8
Uttarakhand,1917,7.6,55.4,64.9,80.1,118.2,298.1
Uttarakhand,1918,17.2,0,73.9,85.6,46.5,237.6
Uttarakhand,1919,158.9,46.7,44.1,40.2,51,278.4
Uttarakhand,1920,6.1,52.7,100.7,10,65.3,221.7
Uttarakhand,1921,101,5.6,12.5,19.7,3.6,364.1
Uttarakhand,1922,86.4,34.4,11.7,21,12.1,125.1
Uttarakhand,1923,80.5,146.6,18.5,10.8,26.9,84.8
Uttarakhand,1924,42.5,60.1,27.7,6.8,43.4,39.4
Uttarakhand,1925,34.3,17.7,11.7,43.5,57,309.1
Uttarakhand,1926,22,28.2,143,52,57.8,34.8
Uttarakhand,1927,13.7,121.8,53.2,24.5,66.8,210.2
Uttarakhand,1928,89.5,150.1,27.2,40.2,18.6,114.5
Uttarakhand,1929,52.9,33.2,16.9,21.7,20.6,138.7
Uttarakhand,1930,65.7,72.7,52.1,34.8,39.6,126.5
Uttarakhand,1931,7.8,89.9,45.1,1.9,56.9,55
Uttarakhand,1932,1.9,18.5,34.3,12.8,27,95.7
Uttarakhand,1933,51.7,67.2,23.4,52.6,89.4,227
Uttarakhand,1934,66.3,10.4,21,8.6,20.6,201.7
Uttarakhand,1935,93,34.5,26.7,37.8,4.2,44
Uttarakhand,1936,6.9,54.7,42.2,33.6,92.8,345.1
Uttarakhand,1937,10.5,149.3,7.2,43.9,47.6,172.7
Uttarakhand,1938,122.5,85.4,7.5,4.5,37,293.6
Uttarakhand,1939,21.1,82.1,39.2,15.5,9.1,213.1
Uttarakhand,1940,49.2,100.5,57.3,21.8,44.2,136
Uttarakhand,1941,58.2,37.3,14,4.4,67.4,200.3
Uttarakhand,1942,109,81.8,17.6,53.4,34.9,191.5
Uttarakhand,1943,61.2,17.6,27.8,53.5,15.9,134.4
Uttarakhand,1944,76.6,72,62.6,51.2,18.4,192
Uttarakhand,1945,120.2,4.5,39.3,42.7,16.5,90.6
Uttarakhand,1946,0.5,47.9,20.4,64.8,121.5,193.1
Uttarakhand,1947,46.8,52.2,47.7,1.6,49,126.8
Uttarakhand,1948,1.6,103,121.6,23.8,35.1,53.2
Uttarakhand,1949,7.3,135.5,32.4,29,59.7,52.4
Uttarakhand,1950,59.5,30.3,55,2.7,40.2,240.1
Uttarakhand,1951,54,41.8,46.8,30.7,61.7,74
Uttarakhand,1952,39.4,61.1,125.5,19.9,34.8,241
Uttarakhand,1953,118.1,14.8,18.3,34.7,71.2,181.8
Uttarakhand,1954,117.9,155.7,22.3,5.2,27.6,111.6
Uttarakhand,1955,84.7,14.2,51.9,41.1,19.8,151.4
Uttarakhand,1956,40.5,24.9,105.3,15.1,132.4,213.9
Uttarakhand,1957,166.4,6.6,77.5,73.3,75.9,113.4
Uttarakhand,1958,59.2,16.5,38.7,23.3,26.3,95.3
Uttarakhand,1959,68,93.3,58.1,20.3,49,118.8
Uttarakhand,1960,80,1.4,97.1,33.5,24,132.4
Uttarakhand,1961,126.3,133.7,24.1,20.5,41,181.2
Uttarakhand,1962,79.5,86.3,68.7,27.3,21.5,150.9
Uttarakhand,1963,17.4,35.5,130.9,51.4,49.3,193.1
Uttarakhand,1964,89.7,72.5,75,48.4,95.2,162.7
Uttarakhand,1965,44.4,159.5,119.3,62.1,44.1,50.3
Uttarakhand,1966,3.2,86.6,48.9,17.8,76.7,270
Uttarakhand,1967,11,35,112.5,26,23.2,122.6
Uttarakhand,1968,173.1,122.8,62.9,49,15,218.6
Uttarakhand,1969,79.8,43.1,49,60.7,77,89.6
Uttarakhand,1970,85.9,44,32.7,5.7,68.9,192.9
Uttarakhand,1971,52.4,101.4,45.3,69,270.2,297.8
Uttarakhand,1972,30.3,91.7,44.7,50.5,7.4,62.8
Uttarakhand,1973,73,65.7,47.8,1.8,44.8,254.3
Uttarakhand,1974,56.8,28,18.2,12.2,22.1,86.5
Uttarakhand,1975,75.4,70.5,69.6,1.1,36.4,219.9
Uttarakhand,1976,12.7,58.4,31.2,22.1,40.5,87.6
Uttarakhand,1977,47,7.8,4.5,65.2,101.1,122
Uttarakhand,1978,34.6,83.1,187.3,51.2,51.8,291
Uttarakhand,1979,50.6,68.4,65.9,23.6,64,110.2
Uttarakhand,1980,21.7,55.7,60.3,15.6,21.3,175
Uttarakhand,1981,67.6,27.8,81.3,23.7,77.4,162.1
Uttarakhand,1982,61.9,58.6,143.2,78.2,77.1,90.6
Uttarakhand,1983,80.9,45.5,92.1,132.9,101,114.1
Uttarakhand,1984,19.6,128.9,14.6,42,27.5,300.1
Uttarakhand,1985,54.3,9.6,14,40.9,63.5,104.4
Uttarakhand,1986,3.8,68.4,85.4,70.7,149.7,141.6
Uttarakhand,1987,29.8,61.7,30.3,48.8,148,55.9
Uttarakhand,1988,18.1,81.6,136.5,26.3,45.3,129.7
Uttarakhand,1989,91,14.7,30.3,9.9,28.5,117.9
Uttarakhand,1990,0.8,97.1,91.3,20.4,81.6,120.3
Uttarakhand,1991,13.2,58,52,51.6,21.2,81.8
Uttarakhand,1992,71.3,32.5,46.1,2.9,31.5,117.5
Uttarakhand,1993,77.1,70.3,162.8,19.8,71.7,144.7
Uttarakhand,1994,56.7,84.2,11,69.8,75.6,112.1
Uttarakhand,1995,98.9,123.6,79.9,41.4,34.6,138.5
Uttarakhand,1996,49.7,89.6,67.1,28.4,18.3,181.6
Uttarakhand,1997,42.1,14.9,31.2,90.5,56.1,129.8
Uttarakhand,1998,9.6,68.4,106.2,73,78.5,163.3
Uttarakhand,1999,33,11.4,1.4,1.2,50.5,158.9
Uttarakhand,2000,29.9,69.4,37.9,18.1,83.3,313.9
Uttarakhand,2001,22.7,27.9,83.4,48.2,109.1,297.3
Uttarakhand,2002,53.8,123.2,100,76.3,82.3,139.6
Uttarakhand,2003,40.7,126,99.7,54.1,67.1,145.2
Uttarakhand,2004,58.5,11.7,0,51.5,66,130.7
Uttarakhand,2005,64.1,83.2,54.2,12.8,52.1,74
Uttarakhand,2006,48.7,9.6,71.7,52.2,120.5,104.2
Uttarakhand,2007,1.7,138.9,123.1,41.1,78.8,139.9
Uttarakhand,2008,55.6,11.7,18.1,93,67.3,332.4
Uttarakhand,2009,1.8,27.6,18.8,18.4,77.6,41.9
Uttarakhand,2010,11.4,62.1,3.8,13.8,47,72.7
Uttarakhand,2011,30.9,65.2,18,30.9,84.2,223.1
Uttarakhand,2012,38.8,11.9,28.1,39.2,9.1,46
Uttarakhand,2013,73,188.3,22,24.7,18.2,488.9
Uttarakhand,2014,45.9,99.9,68.4,37.6,52.9,62.9
Uttarakhand,2015,54.5,62.6,127.3,57.3,38,186.6
Uttarakhand,2016,5.4,29.3,45.8,9.9,99.3,174.4
Uttarakhand,2017,36.6,13.5,44.5,52.8,108.2,175.6
Haryana Delhi & Chandigarh,1901,35.4,28.9,11.1,0,5.1,13.2
Haryana Delhi & Chandigarh,1902,0,0.7,2.9,10.2,15.8,74.6
Haryana Delhi & Chandigarh,1903,14.7,0.5,2.3,0.5,8.5,8.6
Haryana Delhi & Chandigarh,1904,7.6,0.7,48,0.5,29.3,34.3
Haryana Delhi & Chandigarh,1905,44.8,20.8,14,1.3,7.4,20.1
Haryana Delhi & Chandigarh,1906,3.6,64.1,31.4,0.1,1.4,70.2
Haryana Delhi & Chandigarh,1907,14.3,42.8,25.9,33.5,7.8,20
Haryana Delhi & Chandigarh,1908,31.4,6.1,0.1,7.6,22.4,14.5
Haryana Delhi & Chandigarh,1909,5.9,13.1,0,78.1,2.8,123.7
Haryana Delhi & Chandigarh,1910,19.7,5.1,0.1,2.1,3.1,69
Haryana Delhi & Chandigarh,1911,66.5,1.3,53.3,0.7,0.1,53.1
Haryana Delhi & Chandigarh,1912,43.4,12.5,9,9.2,2.8,26.5
Haryana Delhi & Chandigarh,1913,1.1,42.9,22.4,1.9,69.7,111.8
Haryana Delhi & Chandigarh,1914,2.3,7,4.7,22.7,21,51.1
Haryana Delhi & Chandigarh,1915,30.7,49.1,40.9,7.1,8,39.9
Haryana Delhi & Chandigarh,1916,0.5,15.7,0.2,2.3,12.5,71.2
Haryana Delhi & Chandigarh,1917,6.1,7.4,3.2,34.5,25.8,64.6
Haryana Delhi & Chandigarh,1918,10,0,11.1,9.9,1.1,34.3
Haryana Delhi & Chandigarh,1919,61,2.7,8.4,2.3,14.8,7
Haryana Delhi & Chandigarh,1920,11.2,12.9,13.2,0.2,21.6,73
Haryana Delhi & Chandigarh,1921,21.3,1.2,0.5,1.4,0,13.7
Haryana Delhi & Chandigarh,1922,14.3,4.5,0.6,0.6,1.4,86.7
Haryana Delhi & Chandigarh,1923,17,52.7,0.8,0.1,19.7,24.8
Haryana Delhi & Chandigarh,1924,48.5,18.9,2,1.3,5.5,18.5
Haryana Delhi & Chandigarh,1925,4.8,0.1,0.1,3.1,11.2,153.8
Haryana Delhi & Chandigarh,1926,9.4,9.3,39.2,10.3,33.4,18.4
Haryana Delhi & Chandigarh,1927,0.2,34.1,14.8,7.4,13.9,12.2
Haryana Delhi & Chandigarh,1928,21.5,28.3,3.4,5.9,3.7,36.5
Haryana Delhi & Chandigarh,1929,15.2,0.1,0,9.5,3.7,18.7
Haryana Delhi & Chandigarh,1930,28.4,11.4,4,1.8,3.4,68.6
Haryana Delhi & Chandigarh,1931,0.4,17,14.2,0.3,7.8,11.1
Haryana Delhi & Chandigarh,1932,3,2,26.2,4.8,6.1,14.3
Haryana Delhi & Chandigarh,1933,1.1,19.5,10.8,6.7,43.2,105.1
Haryana Delhi & Chandigarh,1934,21.6,1,47.6,0.7,2,64.6
Haryana Delhi & Chandigarh,1935,35.1,25.1,7.1,29.2,0.7,5.3
Haryana Delhi & Chandigarh,1936,1.6,18.2,6.8,0.7,3.3,141.3
Haryana Delhi & Chandigarh,1937,0.8,75.8,5.3,20.3,5.2,43.7
Haryana Delhi & Chandigarh,1938,38.2,7.7,0.4,1.1,7.4,61.7
Haryana Delhi & Chandigarh,1939,1.9,38.5,20.2,0.5,0.3,88.8
Haryana Delhi & Chandigarh,1940,28.2,35.6,11.9,6.7,1.7,38.7
Haryana Delhi & Chandigarh,1941,59.2,5.1,2.2,0,16.2,96.3
Haryana Delhi & Chandigarh,1942,24.9,48.6,2.2,11.7,7.3,48.2
Haryana Delhi & Chandigarh,1943,19.6,2.1,2.4,14.7,8.5,28.8
Haryana Delhi & Chandigarh,1944,21.5,32.9,35.1,27.6,0.5,52.2
Haryana Delhi & Chandigarh,1945,41.5,0,2.4,6.5,7.9,36.5
Haryana Delhi & Chandigarh,1946,0.1,9.7,1.7,3.4,27,72
Haryana Delhi & Chandigarh,1947,17.2,15.8,7.2,0.6,3,13.7
Haryana Delhi & Chandigarh,1948,34.4,31.4,18.8,1.1,4.8,16
Haryana Delhi & Chandigarh,1949,3.4,27.9,0.7,1.2,5.9,12.1
Haryana Delhi & Chandigarh,1950,22.2,6.5,18.1,0.5,6.1,9.7
Haryana Delhi & Chandigarh,1951,8.2,0.4,33.6,11.6,9.1,21.3
Haryana Delhi & Chandigarh,1952,8.2,17.8,12,2.6,10.8,67.1
Haryana Delhi & Chandigarh,1953,39.5,1.6,0,4.1,5.9,58.9
Haryana Delhi & Chandigarh,1954,26.1,91,10.1,0.4,3.9,26.7
Haryana Delhi & Chandigarh,1955,32.8,1.9,7.7,7.3,12.7,66.1
Haryana Delhi & Chandigarh,1956,16.6,3.1,25.6,0.8,2.4,50.8
Haryana Delhi & Chandigarh,1957,53.2,0.2,28.9,2.8,6.9,24.4
Haryana Delhi & Chandigarh,1958,4.1,0.7,5.4,1.9,4.4,17
Haryana Delhi & Chandigarh,1959,28.4,8,3.8,0.4,13.2,25.3
Haryana Delhi & Chandigarh,1960,11.3,0,24.4,4.2,1.3,33.1
Haryana Delhi & Chandigarh,1961,40.2,29.9,0.4,4.6,11,46.2
Haryana Delhi & Chandigarh,1962,21.1,10.4,7.7,1.3,1.5,14
Haryana Delhi & Chandigarh,1963,3.1,4.1,4.4,2,3.9,40.7
Haryana Delhi & Chandigarh,1964,4.7,1.5,0.9,0.4,14.6,8.8
Haryana Delhi & Chandigarh,1965,6.2,11.5,7.3,8.6,20.4,2.1
Haryana Delhi & Chandigarh,1966,3.3,34,6.7,1.7,45.3,128.9
Haryana Delhi & Chandigarh,1967,0,2.4,43.4,0.9,13,33.1
Haryana Delhi & Chandigarh,1968,14.1,15.9,17.3,0,2.3,28.3
Haryana Delhi & Chandigarh,1969,1.5,6.8,9.7,3.6,21,11.3
Haryana Delhi & Chandigarh,1970,35.4,35.4,9.4,0,11.5,67.2
Haryana Delhi & Chandigarh,1971,17,18.9,1.1,7.5,58.7,61.3
Haryana Delhi & Chandigarh,1972,6.8,12.1,5.6,11.6,0.1,24.9
Haryana Delhi & Chandigarh,1973,15.8,5.2,3.2,0.5,32.9,75.1
Haryana Delhi & Chandigarh,1974,0.5,1.3,1.6,0.9,4.6,37.9
Haryana Delhi & Chandigarh,1975,20.3,2.9,9.3,0.3,5.6,57.9
Haryana Delhi & Chandigarh,1976,8.8,23.1,6.8,2.7,32.4,80.2
Haryana Delhi & Chandigarh,1977,50.1,1.5,0.8,22.8,23.6,50.6
Haryana Delhi & Chandigarh,1978,0.2,24.8,51.7,4.2,1.5,71.5
Haryana Delhi & Chandigarh,1979,23.2,45.5,10.7,3.5,30,33.6
Haryana Delhi & Chandigarh,1980,5.8,2.3,22,0.4,8.9,45.5
Haryana Delhi & Chandigarh,1981,25.7,13.3,34.6,0.5,18,63.3
Haryana Delhi & Chandigarh,1982,21.4,20,70.7,33.1,57.3,29.9
Haryana Delhi & Chandigarh,1983,38,5.3,6.4,82.5,35.3,29.5
Haryana Delhi & Chandigarh,1984,1.9,14.5,0.4,2.7,0.7,48.6
Haryana Delhi & Chandigarh,1985,3.5,0.3,1.1,8.1,3.1,44.2
Haryana Delhi & Chandigarh,1986,7.2,31,12.7,3.3,36,85.1
Haryana Delhi & Chandigarh,1987,21.3,27.8,12.4,6.4,62.5,27.7
Haryana Delhi & Chandigarh,1988,1.5,13.2,34.5,3.6,3.4,82.4
Haryana Delhi & Chandigarh,1989,40.1,0.4,11.7,0.6,2.3,31.6
Haryana Delhi & Chandigarh,1990,0,79.5,4.9,2.2,21.9,25.3
Haryana Delhi & Chandigarh,1991,0.1,19.7,2.9,13.2,6,50.4
Haryana Delhi & Chandigarh,1992,20.3,16.4,0.5,1.2,7.8,17.2
Haryana Delhi & Chandigarh,1993,4.5,16.1,11.3,5.4,8.8,42
Haryana Delhi & Chandigarh,1994,20.1,11.3,0.6,7.6,8.5,51.3
Haryana Delhi & Chandigarh,1995,38.8,21.7,9.8,4.9,0.6,47.2
Haryana Delhi & Chandigarh,1996,16,30.5,11.6,0.6,5.1,109.4
Haryana Delhi & Chandigarh,1997,6.6,2.2,14.6,35.3,38,60.2
Haryana Delhi & Chandigarh,1998,0.4,24.6,25.4,9.1,6.1,68.4
Haryana Delhi & Chandigarh,1999,31.7,0.7,1.4,0,20.1,42.2
Haryana Delhi & Chandigarh,2000,17.1,29.1,1.4,1.3,22.8,58.9
Haryana Delhi & Chandigarh,2001,17.8,5.2,7.2,19.8,47.8,117.2
Haryana Delhi & Chandigarh,2002,11.6,31.1,9,1.1,52,21.2
Haryana Delhi & Chandigarh,2003,14.7,29.9,4,1.8,7.5,26.6
Haryana Delhi & Chandigarh,2004,25.4,0.3,0,18.1,40.7,52.5
Haryana Delhi & Chandigarh,2005,13.9,35.7,29.9,2.7,7.6,53.9
Haryana Delhi & Chandigarh,2006,2.3,0.1,30.4,0.6,24.8,45.4
Haryana Delhi & Chandigarh,2007,0.5,76,40.1,2,12.4,88.7
Haryana Delhi & Chandigarh,2008,2.4,0.4,0.6,13.4,72.9,193.5
Haryana Delhi & Chandigarh,2009,4.1,5.9,5.7,11.7,17.7,15.2
Haryana Delhi & Chandigarh,2010,4.8,10.2,0.5,0.8,5.9,29.1
Haryana Delhi & Chandigarh,2011,0.7,26.7,6.9,8.9,28.7,94.4
Haryana Delhi & Chandigarh,2012,8.2,0.2,0.1,11.8,3.8,5.3
Haryana Delhi & Chandigarh,2013,21.1,52.2,5.3,3.3,1.4,62.1
Haryana Delhi & Chandigarh,2014,13,17.3,26.8,7.5,20.3,25.9
Haryana Delhi & Chandigarh,2015,12.4,6.6,71.8,34.8,8.4,43.7
Haryana Delhi & Chandigarh,2016,0,1.1,20.7,0.6,26.7,35.8
Haryana Delhi & Chandigarh,2017,34.2,0.3,7.2,4.3,10.3,121.2
Punjab,1901,55.7,50.1,25.2,2.1,25.2,10.4
Punjab,1902,0,0.8,9.9,10.9,29.6,49.9
Punjab,1903,29.5,0.5,45,1.3,9.2,5.2
Punjab,1904,24.2,1.7,87.8,1.2,13.8,22
Punjab,1905,53,40.3,24.3,0.5,2.2,19.2
Punjab,1906,5.3,83.1,50.5,1.5,4.7,38.3
Punjab,1907,27.3,95.4,53.1,50.7,3.3,20.2
Punjab,1908,46.9,11.8,0.3,31.3,12.1,13
Punjab,1909,34,21,0.2,48.6,1.8,81.3
Punjab,1910,27.1,5.6,1.1,2.7,1.4,111.4
Punjab,1911,112.1,7.3,108.5,3.7,1,64.9
Punjab,1912,53.3,5.2,8.5,19.9,10,10.6
Punjab,1913,0.9,58.7,47.5,0.6,52.8,86.9
Punjab,1914,19.8,26.9,15.8,44.6,17.3,58.9
Punjab,1915,28.7,59.8,48.3,9.3,4.3,22.5
Punjab,1916,2.8,20.9,2.8,4.4,8.2,33.9
Punjab,1917,6.5,3.1,12.5,71.9,31.3,82.6
Punjab,1918,3.1,1.2,61.4,38.5,0.6,31.9
Punjab,1919,81.4,12.3,11.1,4.9,11.9,6.4
Punjab,1920,25.7,18.3,21.3,0.6,20,42.7
Punjab,1921,19.3,3.9,0.7,0.7,1,19.9
Punjab,1922,23.8,14,3.1,3,1.7,65.1
Punjab,1923,36.4,63,7.3,4.9,38,21.8
Punjab,1924,39.1,42.3,2.6,1.1,17.7,2.3
Punjab,1925,18.1,2.1,1.1,7.7,21.1,104.7
Punjab,1926,14.1,7.5,50.2,16.2,34.9,7.2
Punjab,1927,0.7,39.8,15.7,6.6,18.1,18.6
Punjab,1928,25.6,21.3,6.3,10.2,2.8,34.9
Punjab,1929,8.9,1.1,0,11.5,1.7,45.6
Punjab,1930,25.6,27,6.7,13.3,7.1,55
Punjab,1931,12.6,27.1,21.1,2,19.4,9.5
Punjab,1932,19,13.2,28.8,7.3,11.6,19.9
Punjab,1933,6.2,26.4,35.7,7.2,25.7,37.1
Punjab,1934,18.3,1.7,37.5,2.4,6,51
Punjab,1935,73.7,40.9,12.8,44.2,2.1,8.2
Punjab,1936,1.3,58.8,17.3,10.9,5.4,105
Punjab,1937,5.8,96,10.2,41.8,8.8,55.4
Punjab,1938,77.5,22.2,1.8,9.1,3.4,112.8
Punjab,1939,6.2,61,58.1,8.3,0.8,49.8
Punjab,1940,36.8,45.1,13.7,2.9,6.5,60.3
Punjab,1941,55.3,8.5,12.4,1,15.2,89.5
Punjab,1942,27.2,57.2,15.4,19.6,13.4,52.4
Punjab,1943,55.6,1.9,7.9,7.8,9.8,29.2
Punjab,1944,32.3,54.6,49.5,46.5,0.6,21.8
Punjab,1945,71.4,0,14.5,15.9,3.2,38.3
Punjab,1946,2.6,16.1,7,4.2,19.3,63.1
Punjab,1947,23.2,14.5,9.4,0,5.4,3.5
Punjab,1948,19.9,53.1,66.5,6.7,2.2,11.2
Punjab,1949,9.3,58.4,4.8,5.2,9.8,26.9
Punjab,1950,53.1,25.4,50.1,2.4,8.1,14.1
Punjab,1951,23.9,4.3,53.5,10.4,21.5,5.1
Punjab,1952,19.7,20.4,34,0.7,6.4,59.8
Punjab,1953,47.1,1.5,0,8.2,2.2,54.3
Punjab,1954,30.8,92.2,9.5,0.1,2.4,27.6
Punjab,1955,33,3.6,24.9,20.5,18.6,38
Punjab,1956,21.6,6.8,45.3,5.1,0.7,53.5
Punjab,1957,105,4,26.6,10.6,10.8,19.5
Punjab,1958,9.5,3.5,6.9,4.4,0.4,28
Punjab,1959,43.3,21.4,10,4.8,20.3,21.5
Punjab,1960,14.2,0.1,33.3,4.7,4,44.1
Punjab,1961,51.7,39.5,3,14.2,4.6,43
Punjab,1962,39.6,14.2,43.2,4.2,4.7,26
Punjab,1963,0.4,14.5,34.3,3,12.7,31.3
Punjab,1964,11,5.7,3.9,5.2,19.2,10.2
Punjab,1965,13.1,23.9,15.3,21.3,34.3,1.6
Punjab,1966,0.2,38.9,18.5,3.6,37.6,85.1
Punjab,1967,0.2,13.1,84.8,1.8,1.1,14.7
Punjab,1968,24.7,30.5,32.7,2.1,1.6,42.6
Punjab,1969,14.2,21.7,24.4,12,17.2,10.8
Punjab,1970,40.1,20.6,7.3,0.3,12.8,119.8
Punjab,1971,5.2,42,3.3,11.8,42.6,99
Punjab,1972,9.1,31.9,10.8,6.5,0.1,23.8
Punjab,1973,26,32.4,8.2,1.8,41.2,111.4
Punjab,1974,3.2,2,3.1,1.3,6.9,71
Punjab,1975,21.1,20.4,20,1.3,3.3,60
Punjab,1976,29.2,53.7,22.7,9.4,12.5,63.1
Punjab,1977,37.7,0.5,1,37.1,41.9,62.3
Punjab,1978,4.1,30,65.1,2.8,1.9,99.2
Punjab,1979,25.9,71.9,45.7,6.8,22.2,37.3
Punjab,1980,19.4,12.4,24.3,3.7,1.4,53.5
Punjab,1981,48.1,20.6,53.8,2.2,9.6,21.7
Punjab,1982,35.8,27.7,87.5,49.9,57.2,17
Punjab,1983,65.3,26.7,27.4,113.2,48.2,26.6
Punjab,1984,2.4,67.2,13.9,9.3,1.3,50.2
Punjab,1985,4.8,0.9,3.6,21.2,6.2,55.7
Punjab,1986,0.7,42.1,24.6,18.9,32.3,92.2
Punjab,1987,23.1,30.8,23.3,14.9,98.3,44.7
Punjab,1988,5,22.5,86.4,3.3,3.6,42.7
Punjab,1989,45.7,4.1,17.6,1.7,4.9,39.6
Punjab,1990,1.9,57.7,32.7,4.2,13.8,18.6
Punjab,1991,0.1,39.8,16,34.8,10.8,73.5
Punjab,1992,38.8,34.2,11.9,2.2,8.6,24.7
Punjab,1993,8.5,12.7,29.5,9.4,13.3,38.7
Punjab,1994,27.6,23.3,2.8,6.4,7.2,29.5
Punjab,1995,50.8,56,17.2,8.8,1.3,51
Punjab,1996,32.7,38.9,19,2.8,3.7,118.6
Punjab,1997,14.5,5.4,8.9,35.8,30.4,55.3
Punjab,1998,2.8,55.8,25.5,19.1,2.7,42.4
Punjab,1999,43.4,5.6,4.3,0,22.6,35.6
Punjab,2000,25.4,26.6,6.9,1.3,15.3,50.1
Punjab,2001,8,2.1,6.2,24.5,36.9,93.8
Punjab,2002,2.4,6.6,6.8,3.3,20.8,24.7
Punjab,2003,10.6,56.4,19.4,3,3.9,40.7
Punjab,2004,32.4,5.7,0,15.5,27.2,48.8
Punjab,2005,35.8,60.3,28.6,8.4,5.2,34.6
Punjab,2006,15,3.7,46.1,1.3,32.1,73
Punjab,2007,1.2,68.8,48.2,10,5.9,64.4
Punjab,2008,12,4.1,0,19.7,40.6,155.5
Punjab,2009,9.4,14.4,10.5,14,5.6,10.6
Punjab,2010,3.8,13.8,1.9,0.7,6,41.8
Punjab,2011,3.5,35.6,8.2,17.8,18.9,162.9
Punjab,2012,62.6,3.2,1.9,31.1,1.6,11.9
Punjab,2013,9.3,50.1,11.6,3.4,3.6,120.3
Punjab,2014,21.8,20.1,30.3,24.5,20.8,20.6
Punjab,2015,17.7,31.3,68.5,29.8,16.7,48.3
Punjab,2016,6.5,6,34.6,0.8,24.8,52.6
Punjab,2017,42.4,3,14.5,12.3,12.3,110.8
Himachal Pradesh,1901,137.8,174.5,75,19.2,89.6,32.7
Himachal Pradesh,1902,6.5,27,104.4,76.2,61.3,78.8
Himachal Pradesh,1903,76.5,21.4,213.7,25.4,54.7,32.2
Himachal Pradesh,1904,79.3,22.4,131.7,48,90.3,33.1
Himachal Pradesh,1905,81.3,76.8,160.2,39.3,50.4,43.6
Himachal Pradesh,1906,44.1,143.9,89.5,5.3,29.9,152.6
Himachal Pradesh,1907,124.2,145.1,144.9,73,34.2,23.7
Himachal Pradesh,1908,38.4,76.1,12.3,181.7,43.6,46.8
Himachal Pradesh,1909,111,82.1,25.4,31.7,19,107.6
Himachal Pradesh,1910,49.9,48.9,42.7,48.9,46.8,133.5
Himachal Pradesh,1911,246.3,21.9,277.3,35.1,8.8,121
