States/UTs,YEAR,JAN,FEB,MAR,APR,MAY,JUN
West Rajasthan,1984,0.1,2.8,0.1,1.1,0,8.7
West Rajasthan,1985,0.3,0,0.6,8.9,10.9,12.3
West Rajasthan,1986,0.5,10.4,2.4,0.3,26,20.5
West Rajasthan,1987,6.7,0.5,5.7,0.9,34.8,36.7
West Rajasthan,1988,0.8,0.5,6.9,3.2,0.6,32.1
West Rajasthan,1989,8.6,0,1.3,1,0.2,25.8
West Rajasthan,1990,0,25.2,0.2,1.4,17.7,19.6
West Rajasthan,1991,0.2,4,0,13.6,7,19.3
West Rajasthan,1992,9.6,7.4,1.3,0.7,5.5,8.1
West Rajasthan,1993,2.2,3.3,2,3,5.9,48.6
West Rajasthan,1994,10.7,0.3,0.4,9.9,2.7,31.9
West Rajasthan,1995,8.2,8,2.2,3,1.3,18.8
West Rajasthan,1996,2.2,3.2,2.5,2.3,22,143.2
West Rajasthan,1997,1.1,0.2,5.5,10.6,20.3,65.9
West Rajasthan,1998,0,8.7,4.5,5.6,0.9,51.1
West Rajasthan,1999,6.4,3.1,0.2,0,39.3,23.8
West Rajasthan,2000,0.5,0.5,0.3,3.1,4.3,8.2
West Rajasthan,2001,0.5,1.1,0.1,9.5,23.8,48.6
West Rajasthan,2002,0.3,2.6,1,1.4,11.2,26.9
West Rajasthan,2003,2.5,21.2,0.8,0.4,1.8,45.2
West Rajasthan,2004,2.4,0,0,4.8,6,33.5
West Rajasthan,2005,1.4,14.2,8.7,6.3,14.5,29.2
West Rajasthan,2006,0,0,16.9,3.4,8.3,36.9
West Rajasthan,2007,0,34.9,22,2.3,3.8,41.2
West Rajasthan,2008,1.6,0.2,0.8,18.2,24.7,56.1
West Rajasthan,2009,2.9,2.8,5.3,1.6,7.6,26.1
West Rajasthan,2010,1.9,1.7,0.6,0.6,3,49.5
West Rajasthan,2011,0,11.8,1.5,1.5,7.8,24.4
West Rajasthan,2012,0.5,0,0,9.5,10.4,5.3
West Rajasthan,2013,8.6,21.8,4.2,3.1,1.7,37.6
West Rajasthan,2014,0.8,2.2,4.7,8.4,23,13.8
West Rajasthan,2015,1.4,0.9,30.3,25.2,15.5,53.2
West Rajasthan,2016,0.1,1.6,6.7,0.4,4,33.2
West Rajasthan,2017,6,0.3,4.2,3.3,26.1,81.9
East Rajasthan,1901,21.6,8.9,2.9,0.7,5,15
East Rajasthan,1902,4.1,0.7,0,1.8,9.9,34.6
East Rajasthan,1903,1.9,0.7,1.3,0.1,12.9,15.6
East Rajasthan,1904,4.3,5.5,21.7,0.2,27.5,49.9
East Rajasthan,1905,4.1,8.8,3.2,1.6,2,14.4
East Rajasthan,1906,0.2,23.1,6.2,0,1.6,61.9
East Rajasthan,1907,6.3,35.7,7,14.3,12.7,18.5
East Rajasthan,1908,13.9,0.8,1.6,0.4,6.2,42.6
East Rajasthan,1909,4.9,1.4,0,43.2,5.2,115.3
East Rajasthan,1910,7.9,1.1,0,1.9,1.2,124.6
East Rajasthan,1911,13.6,0.5,18.3,0.7,0.1,69.3
East Rajasthan,1912,9.7,5.2,1.7,2.7,5.5,30.8
East Rajasthan,1913,0,9.5,0.8,0.1,46,111.6
East Rajasthan,1914,0,0.9,0.9,2,5.8,88.3
East Rajasthan,1915,19,30.2,33.2,2.3,5,33.7
East Rajasthan,1916,0,3.2,0,0.3,10,87.6
East Rajasthan,1917,3.6,8.8,4.1,11,90.9,149.2
East Rajasthan,1918,4,0,2.4,0.7,2.6,28.3
East Rajasthan,1919,29.2,0,0.7,5.3,14.1,31.4
East Rajasthan,1920,8.6,3.7,2.8,0.5,45.8,150.5
East Rajasthan,1921,18.3,0,0,0.2,0,22.3
East Rajasthan,1922,6,0.4,0,0.3,9,83.9
East Rajasthan,1923,2,8.5,3.7,0.6,12.8,9.4
East Rajasthan,1924,13.6,5.8,0,0.1,5.2,33.4
East Rajasthan,1925,0.1,0,0,0.1,14.7,163.2
East Rajasthan,1926,6.1,1.1,28.7,2.5,18.6,13.9
East Rajasthan,1927,0,9.4,0.5,1.9,5.7,19
East Rajasthan,1928,2.9,16.4,0.6,0.1,2.2,23.4
East Rajasthan,1929,3.6,1.5,0,4,6.9,50.9
East Rajasthan,1930,16.7,1,0.2,0.4,22.2,72.7
East Rajasthan,1931,0.4,2.2,2.2,0.1,9.8,11.5
East Rajasthan,1932,0.3,0.6,14,5.4,3.9,21.7
East Rajasthan,1933,0.3,5.8,1.5,22.3,30.1,209.1
East Rajasthan,1934,4.5,0,13.3,0.3,0.2,118.3
East Rajasthan,1935,14.8,5.8,0.7,10.5,1.3,34.2
East Rajasthan,1936,1.7,4.9,13.8,0.3,3.8,133.6
East Rajasthan,1937,0,12.2,0.5,1,7.8,98.7
East Rajasthan,1938,6.2,0,0.1,0.1,5.5,140.3
East Rajasthan,1939,1.6,12.7,9.3,0,0.1,62
East Rajasthan,1940,26,16.9,15.9,2.1,5.7,61.3
East Rajasthan,1941,11.7,9,2,0,10.1,39.9
East Rajasthan,1942,15.9,9.9,0,2.1,8,61.3
East Rajasthan,1943,7.4,0.1,0,4.8,6.6,52.6
East Rajasthan,1944,20.1,6.9,24.4,7.9,1.7,75.5
East Rajasthan,1945,15.5,0,0.1,6.8,11.2,125.9
East Rajasthan,1946,0,10.3,0,1.4,7.8,124.6
East Rajasthan,1947,6.6,2.5,0.6,0.5,0.8,14.2
East Rajasthan,1948,39.2,11.9,1.9,0.3,0.9,29.7
East Rajasthan,1949,1.1,0.9,0.1,0.2,5.2,32.5
East Rajasthan,1950,0.9,0.2,3.4,0,6.4,13.3
East Rajasthan,1951,1.9,0,6.2,2.8,8,51.8
East Rajasthan,1952,0.7,3.3,0.9,2.1,0.3,109.2
East Rajasthan,1953,32.3,0,0,1.4,2.3,59.8
East Rajasthan,1954,3.9,19.6,4.8,0,0.1,42.5
East Rajasthan,1955,9.5,3.6,0.7,0,3.4,100.3
East Rajasthan,1956,6,0.6,9.8,0.2,1.7,35.1
East Rajasthan,1957,26.5,0.1,13.4,0.6,3.7,63.4
East Rajasthan,1958,3.9,0.7,0.8,0.5,1.4,46.2
East Rajasthan,1959,6,0.1,0.2,3.8,34.8,36.8
East Rajasthan,1960,1.8,0,7,1.2,5.3,63.1
East Rajasthan,1961,11.9,7,0,0.6,5,39.2
East Rajasthan,1962,1.1,1.5,3.6,2.1,2.9,5.1
East Rajasthan,1963,0.4,1.4,1,2.7,2,33.2
East Rajasthan,1964,0,0,0,0.1,30.6,42
East Rajasthan,1965,4.6,4.2,1.9,3.1,3.3,7
East Rajasthan,1966,0.1,2.6,0,0,12.7,74.8
East Rajasthan,1967,0,0,57.4,1.4,2.6,87.3
East Rajasthan,1968,8.6,1.5,6.6,0.1,4.2,5.2
East Rajasthan,1969,3.5,1.1,1.7,1.9,4.9,16.7
East Rajasthan,1970,6.7,25.3,1.7,0.1,5.8,91.7
East Rajasthan,1971,2.8,0.7,0.1,1.2,33,171.3
East Rajasthan,1972,0.4,4.4,0,1.1,0.8,72.4
East Rajasthan,1973,3.3,3.2,0.6,0.1,12.8,36.1
East Rajasthan,1974,0,0,0.4,0.2,18.1,30.6
East Rajasthan,1975,1.2,0.5,1.4,0.2,2.3,87.1
East Rajasthan,1976,8.7,6.4,0.1,1.4,12.2,90.8
East Rajasthan,1977,10.8,2.3,0.1,6.4,18.9,112.7
East Rajasthan,1978,0.3,10.3,4.1,2.5,0,83.4
East Rajasthan,1979,6.6,25.8,2.8,0.9,16.5,47.6
East Rajasthan,1980,0.7,0.5,3.6,0.1,1.7,141.2
East Rajasthan,1981,4.4,0.8,4.7,0.2,7.7,57.7
East Rajasthan,1982,16.7,4.4,7.1,16.6,32,28.6
East Rajasthan,1983,3.6,1.6,0.1,29.4,31.9,72.4
East Rajasthan,1984,1.2,0.3,0,0.3,0.3,32.5
East Rajasthan,1985,0.9,0.1,0.6,3.9,6,21
East Rajasthan,1986,3.7,21.3,1.1,0.6,24.4,54.3
East Rajasthan,1987,11.2,4.6,1.5,0.1,20.9,44.2
East Rajasthan,1988,1.9,1.4,6.4,4.3,2.2,96.4
East Rajasthan,1989,6.8,0.1,2.2,0.1,0.4,52.5
East Rajasthan,1990,0,27.5,1,0.7,18.9,75.4
East Rajasthan,1991,0.2,2.5,0.4,11,3,18.1
East Rajasthan,1992,7.1,2.3,2.9,0.5,10.4,18
East Rajasthan,1993,0.2,8.8,4,4,4.5,98.5
East Rajasthan,1994,23.3,0.9,0.5,7.1,4.5,116.6
East Rajasthan,1995,29.8,2.9,7,0.7,0.8,22.6
East Rajasthan,1996,3.8,5.2,1.4,3,8.5,118.2
East Rajasthan,1997,0.8,0.2,1.7,10.2,14.2,52.1
East Rajasthan,1998,0,1.8,3.7,3.4,2.2,46.4
East Rajasthan,1999,1.6,4.9,0.1,0.1,6.3,53.4
East Rajasthan,2000,0.3,0.6,0.4,2.3,21,20.2
East Rajasthan,2001,0.9,0.1,0.3,6.4,22.9,100.2
East Rajasthan,2002,1.6,11,0.1,1.2,8.6,71.4
East Rajasthan,2003,4.1,21.4,0.5,0.2,3.5,76.6
East Rajasthan,2004,2.5,0,0,2.2,9.3,52.8
East Rajasthan,2005,0.4,3.6,5.7,6.2,4.8,55.6
East Rajasthan,2006,0,0,11.9,0.4,13.1,73.8
East Rajasthan,2007,0.7,16.8,10.6,1.5,5.5,63
East Rajasthan,2008,0.1,0,0.5,9,22.1,160.6
East Rajasthan,2009,0.5,0.2,2.4,0.2,5.7,38.9
East Rajasthan,2010,1.9,2.4,0.5,0.4,0.7,27.3
East Rajasthan,2011,0,11.2,0.2,0.5,5.1,140.9
East Rajasthan,2012,1.9,0,0,3.6,9.5,11.2
East Rajasthan,2013,1.4,21.7,0.4,3.2,1,90.6
East Rajasthan,2014,28.4,10,6.4,7.3,8.4,23.5
East Rajasthan,2015,12.1,0.1,55.9,15.9,3.5,96.4
East Rajasthan,2016,0.6,0.4,3.8,0,9.5,61.7
East Rajasthan,2017,8.4,0,5.5,0.7,15.1,89.9
West Madhya Pradesh,1901,25.8,5.8,5.8,2.8,2.1,41.2
West Madhya Pradesh,1902,22.1,8.4,0,2,5.9,35.9
West Madhya Pradesh,1903,5.3,0,0,0,22.3,50.6
West Madhya Pradesh,1904,3.2,15.5,14.8,0,12,96.6
West Madhya Pradesh,1905,3.5,4.4,1.1,0.8,3,36.1
West Madhya Pradesh,1906,0,11,6.8,0,0.5,180
West Madhya Pradesh,1907,5.2,25.1,0.6,12.3,2.8,48.7
West Madhya Pradesh,1908,12.1,0.6,10.1,1.5,1.9,104.5
West Madhya Pradesh,1909,3.5,2.1,0.4,24.8,9.8,150
West Madhya Pradesh,1910,1.5,0,0.3,0.3,0.7,171
West Madhya Pradesh,1911,16.2,0.5,3.5,0,0.8,112.2
West Madhya Pradesh,1912,2.1,8.4,0.1,0.4,2.2,48
West Madhya Pradesh,1913,0,7.6,3,0,28.2,168.7
West Madhya Pradesh,1914,0,2.6,7.4,4.1,13.4,127.7
West Madhya Pradesh,1915,9.5,24.5,34.3,5.4,6.6,124.2
West Madhya Pradesh,1916,0,8.6,0,0.2,17.7,220
West Madhya Pradesh,1917,8.3,23.1,4.5,1.9,62.7,184.3
West Madhya Pradesh,1918,0.3,1.5,2,0.1,10.2,100.5
West Madhya Pradesh,1919,43.8,1.7,0.4,4.2,10.9,163.9
West Madhya Pradesh,1920,54.1,1,2.1,0.2,23.4,120.1
West Madhya Pradesh,1921,28.6,0.3,0,0,0,136.8
West Madhya Pradesh,1922,31.5,3.5,0,0,6.7,130.7
West Madhya Pradesh,1923,0.9,2.7,8.4,2.6,3.5,12.1
West Madhya Pradesh,1924,11.9,3.4,0.5,0.6,2,34.3
West Madhya Pradesh,1925,0,0,0,0,34.9,165.7
West Madhya Pradesh,1926,16,0.8,8.8,2.5,8.5,21.9
West Madhya Pradesh,1927,0,1.7,6.5,0.5,1.6,78.3
West Madhya Pradesh,1928,0.4,31.9,2.8,0,2.5,75.6
West Madhya Pradesh,1929,6.3,8.8,0.1,4.8,0.7,108.5
West Madhya Pradesh,1930,3,0.3,0,2.2,5.1,96.4
West Madhya Pradesh,1931,2.2,1.4,0.4,0.1,1.5,48.2
West Madhya Pradesh,1932,0,2.9,12.7,2.6,1.8,57
West Madhya Pradesh,1933,0.2,5,2.1,11.7,36.7,196.5
West Madhya Pradesh,1934,7,0,6,0.8,0.1,124.7
West Madhya Pradesh,1935,5.3,2.9,0,7.8,0.7,94.3
West Madhya Pradesh,1936,2.6,6,17.5,2.5,11.2,192.2
West Madhya Pradesh,1937,1,12.1,6.1,8.1,3.6,177.6
West Madhya Pradesh,1938,8.7,0,1.5,0.8,24.5,306.3
West Madhya Pradesh,1939,6.2,0.9,8.2,0.2,0.3,64.1
West Madhya Pradesh,1940,10.4,4.5,6.1,1.8,10.8,157.6
West Madhya Pradesh,1941,19.2,19.9,5.5,0.7,2.1,52.7
West Madhya Pradesh,1942,28.2,28.3,0.7,1.5,1.2,122.7
West Madhya Pradesh,1943,25.1,0,0,3.5,25.2,122.3
West Madhya Pradesh,1944,15.8,14.8,34.1,2.6,0.8,87.9
West Madhya Pradesh,1945,22.2,0,0,3.6,3.2,190.3
West Madhya Pradesh,1946,0,10.9,0.1,3,3.2,256.8
West Madhya Pradesh,1947,18.3,3.9,2.3,3.8,1.9,48.1
West Madhya Pradesh,1948,36.6,6.7,0.7,0.9,0.7,145
West Madhya Pradesh,1949,0,3.4,0.4,0.3,19.7,90.3
West Madhya Pradesh,1950,2.4,2,15,0.3,5.8,34.8
West Madhya Pradesh,1951,5.3,0.4,6,0.5,3.5,88
West Madhya Pradesh,1952,0.7,8.9,1.7,1.7,0.8,163.6
West Madhya Pradesh,1953,19.1,0,0,2,1.1,72.6
West Madhya Pradesh,1954,12.3,11.9,5.4,0.1,1,70.6
West Madhya Pradesh,1955,26.8,2.2,0.6,1.5,1.5,188.8
West Madhya Pradesh,1956,10.9,0.8,3.5,0.4,49.1,112.1
West Madhya Pradesh,1957,12.5,0.1,30.4,5.6,4,89.3
West Madhya Pradesh,1958,3.2,1.3,1.4,3.2,0.9,82.5
West Madhya Pradesh,1959,23,0.1,0.2,4,22,78.9
West Madhya Pradesh,1960,25.2,0,12.4,1.4,6.6,132.5
West Madhya Pradesh,1961,22,1.8,0.5,0.7,6.9,74
West Madhya Pradesh,1962,6.7,4.9,7.8,8.4,4.1,16.4
West Madhya Pradesh,1963,6.1,5.5,2.5,3,3.9,71
West Madhya Pradesh,1964,0,0,2.2,0,7.7,111.7
West Madhya Pradesh,1965,4.8,0.7,1.6,2,0.6,31.1
West Madhya Pradesh,1966,4,0.9,2.2,0.1,2.8,69.2
West Madhya Pradesh,1967,0,0,31.9,2.5,0.9,125.9
West Madhya Pradesh,1968,9.2,2,9.7,1.2,0.2,34.4
West Madhya Pradesh,1969,5.7,0.3,0,0.2,0.8,47.9
West Madhya Pradesh,1970,19.9,12.1,8.3,0.5,12.2,254.4
West Madhya Pradesh,1971,5.4,2,1.2,2.8,17.7,183.9
West Madhya Pradesh,1972,0.1,3.7,0.1,0.1,1.9,92
West Madhya Pradesh,1973,0.1,5.2,0,0.3,2.6,74
West Madhya Pradesh,1974,0.2,0.6,0.3,0.7,14.6,40.8
West Madhya Pradesh,1975,1.2,3.4,0.6,0.2,3.4,136.2
West Madhya Pradesh,1976,7.3,0.7,3.4,3.8,8.4,158.9
West Madhya Pradesh,1977,2.5,5.3,4.9,3,10.3,157.3
West Madhya Pradesh,1978,3.5,15.7,5.5,4,0,138
West Madhya Pradesh,1979,21.3,35.2,8.5,0.2,9.3,110.1
West Madhya Pradesh,1980,0.4,0.7,0.5,0.2,0.9,254.4
West Madhya Pradesh,1981,4.3,0.4,10.1,0.1,10.7,118.1
West Madhya Pradesh,1982,44.8,4.7,3.2,2.7,8.3,61.5
West Madhya Pradesh,1983,4.8,0.6,0.1,13.7,13.9,88.3
West Madhya Pradesh,1984,15.2,6.1,0,0.1,0,63.5
West Madhya Pradesh,1985,2.1,0,0.2,4.5,4.2,55.4
West Madhya Pradesh,1986,9.5,40.5,2.5,0.2,5.3,129.8
West Madhya Pradesh,1987,25.7,13.2,0.6,0,7.1,74.3
West Madhya Pradesh,1988,3.5,0.6,2.2,5.1,4.7,136
West Madhya Pradesh,1989,2.3,0.2,9.4,0.2,2.9,129.8
West Madhya Pradesh,1990,0.7,9.3,1.3,1,29.4,161.2
West Madhya Pradesh,1991,0.1,3.6,1.3,3.3,1.3,96.4
West Madhya Pradesh,1992,0.1,0.2,0.1,0.1,5.8,51
West Madhya Pradesh,1993,0,5,7.2,0.6,2.9,113.5
West Madhya Pradesh,1994,14.7,5.4,0.2,5.5,1.3,221.1
West Madhya Pradesh,1995,14.7,0.8,15.6,1.4,1.3,67.2
West Madhya Pradesh,1996,10.3,4.7,2.2,0.4,1.4,48.6
West Madhya Pradesh,1997,3,0,0.7,4,1.7,89.7
West Madhya Pradesh,1998,2.5,0.6,8.9,1.9,0.6,92.9
West Madhya Pradesh,1999,0.9,31,0,0,4.5,127
West Madhya Pradesh,2000,0.1,NA,0.1,0.1,30.1,93.4
West Madhya Pradesh,2001,2.1,0,1.1,6,16.4,203.6
West Madhya Pradesh,2002,0.4,19.7,1.5,1.7,3.9,138.9
West Madhya Pradesh,2003,1.1,21.1,0.1,1,0.3,128.7
West Madhya Pradesh,2004,16.8,0,0,0.4,4.8,83.7
West Madhya Pradesh,2005,13.7,3.1,12.3,6.1,1.9,81.2
West Madhya Pradesh,2006,0,0,44.3,3.3,22.8,74.5
West Madhya Pradesh,2007,1.7,11.5,2.6,0.6,14.6,99.9
West Madhya Pradesh,2008,0.4,0,2.5,2.5,3.8,194.2
West Madhya Pradesh,2009,5.5,0,0.1,1.3,6.5,56.8
West Madhya Pradesh,2010,2.2,5.4,0.8,0.1,0.4,62.2
West Madhya Pradesh,2011,0,1.7,0.1,1.8,3.6,241.5
West Madhya Pradesh,2012,6.2,0,0,0.9,3.1,48.2
West Madhya Pradesh,2013,1.7,31.1,8.5,2.8,0.4,263.7
West Madhya Pradesh,2014,25.6,34.4,4.6,1.4,1.4,30.6
West Madhya Pradesh,2015,40.2,6.4,53.5,13.3,2,154.1
West Madhya Pradesh,2016,5.2,0.2,2.4,0,10,111.1
West Madhya Pradesh,2017,4.6,1.9,1.5,0.2,6.9,120
East Madhya Pradesh,1901,48.5,38.1,15.7,10.7,6.2,61
East Madhya Pradesh,1902,14.9,8.9,0,3.6,2.7,28
East Madhya Pradesh,1903,5.6,2.9,0.3,0.9,37.5,67.5
East Madhya Pradesh,1904,2,15.3,48.2,0,8.6,109.9
East Madhya Pradesh,1905,15.9,8,14.3,12.3,10.2,34.4
East Madhya Pradesh,1906,12.1,28.3,30.8,0,3.5,226.1
East Madhya Pradesh,1907,7,103.1,4.5,30.5,5.1,90.9
East Madhya Pradesh,1908,18.2,17,9.4,1.4,3.4,117.7
East Madhya Pradesh,1909,19.8,16.3,5.3,72.4,6.2,208.5
East Madhya Pradesh,1910,10,0.1,0.2,2.6,9.6,221.3
East Madhya Pradesh,1911,22.7,0.8,15.9,0.8,3.9,204.7
East Madhya Pradesh,1912,8.4,46,0.2,4.8,3.1,35.6
East Madhya Pradesh,1913,1.3,58.4,22.7,0,24.2,201.6
East Madhya Pradesh,1914,0.1,9.3,56.1,19.8,21.3,107.6
East Madhya Pradesh,1915,16.2,36.7,52.6,8.3,10.4,178.2
East Madhya Pradesh,1916,0,26.6,0.1,2.2,6.3,286
East Madhya Pradesh,1917,5.8,39.3,25.4,6.4,63.2,223.8
East Madhya Pradesh,1918,1.2,6.5,2.3,1.2,29.1,233.1
East Madhya Pradesh,1919,120.7,29.7,10.8,9.2,23.2,158.9
East Madhya Pradesh,1920,12.2,1.7,17,6.3,12.7,93.8
East Madhya Pradesh,1921,24.4,3.4,0,0.5,0,216.6
East Madhya Pradesh,1922,39.1,6.1,0.5,2.5,0.9,132.7
East Madhya Pradesh,1923,5.1,9.8,20,2.1,2.3,27.2
East Madhya Pradesh,1924,29.4,9,7.2,1.1,1.4,43.5
East Madhya Pradesh,1925,0.1,0,0,0.2,29.8,191.9
East Madhya Pradesh,1926,21.1,3.1,49.2,41,31,26.3
East Madhya Pradesh,1927,8.4,18.7,44.4,1.8,2.5,100.1
East Madhya Pradesh,1928,15.7,52.8,9.1,1,2.5,152.7
East Madhya Pradesh,1929,30,17.4,0.2,11.2,1.7,94.3
East Madhya Pradesh,1930,2.1,3.5,3,31.3,6.9,134
East Madhya Pradesh,1931,13.7,29.5,9,3.3,3.2,69.6
East Madhya Pradesh,1932,0,22.5,13.9,2.4,6.3,105.1
East Madhya Pradesh,1933,8.4,44,18.8,29.5,74.2,143.8
East Madhya Pradesh,1934,15.9,0.1,10.5,2.2,0.2,228.5
East Madhya Pradesh,1935,21.5,17.2,0.2,19.1,0.5,88.3
East Madhya Pradesh,1936,10.2,31.6,22,10.4,15.7,233.3
East Madhya Pradesh,1937,0.1,59.7,11.2,43.5,2.4,186.9
East Madhya Pradesh,1938,52.3,11.5,6.4,2.6,22.3,300.7
East Madhya Pradesh,1939,36.4,19.3,20,6.4,0,186.6
East Madhya Pradesh,1940,3.4,15.9,16,6.6,10.6,117
East Madhya Pradesh,1941,30,35.7,15.2,3.1,8.1,124.8
East Madhya Pradesh,1942,40.8,79.8,10.2,5,0.9,166.4
East Madhya Pradesh,1943,115.6,1.8,0,10.7,28.5,119.2
East Madhya Pradesh,1944,29.6,68.4,87.3,10.7,1.8,103.1
East Madhya Pradesh,1945,42.5,0.7,0,30,6,224.9
East Madhya Pradesh,1946,0,23.2,0.9,13.5,8.1,346
East Madhya Pradesh,1947,50.5,26.5,19.6,1.7,2.4,91.4
East Madhya Pradesh,1948,66.1,11,3.6,3.2,1.2,189.2
East Madhya Pradesh,1949,2,15.4,2.8,1.5,24.3,114.4
East Madhya Pradesh,1950,15.1,27.7,35.9,1.7,2.5,75.3
East Madhya Pradesh,1951,19.3,21,44.5,16.5,9.9,138.5
East Madhya Pradesh,1952,1.1,27.1,8.8,2.9,2.6,196.4
East Madhya Pradesh,1953,16.4,4.8,0,7.1,2,42.7
East Madhya Pradesh,1954,16.6,12.2,6.4,3.1,0.1,80.5
East Madhya Pradesh,1955,70.9,3,1.6,3,3.4,236.4
East Madhya Pradesh,1956,14.1,5.5,6.6,1.7,25.9,187.9
East Madhya Pradesh,1957,20.8,0.9,63.8,17.9,6.2,61.3
East Madhya Pradesh,1958,8.1,17,14.2,6,1.3,65.7
East Madhya Pradesh,1959,49.1,3.8,1.4,8.1,30.2,81.3
East Madhya Pradesh,1960,46.8,0.1,24.6,6.2,1.3,113.1
East Madhya Pradesh,1961,29,11.2,3.8,5.8,8.4,132.9
East Madhya Pradesh,1962,12.8,23.1,21.5,9.5,9.5,55.5
East Madhya Pradesh,1963,7.2,13.5,5.7,16.2,10.7,147.9
East Madhya Pradesh,1964,0.2,8.1,2.2,1.3,2.5,131.5
East Madhya Pradesh,1965,4.6,0.9,15.3,12.5,0.6,68.5
East Madhya Pradesh,1966,13.2,3.8,1.9,0.7,7.6,210.7
East Madhya Pradesh,1967,0.2,0,53.3,1.1,2.1,118.5
East Madhya Pradesh,1968,35.7,12.1,8.8,3.5,1.2,101.9
East Madhya Pradesh,1969,8.3,2.7,1.1,0.7,9.7,41.7
East Madhya Pradesh,1970,60.6,29.4,36.3,1.4,12.5,198.2
East Madhya Pradesh,1971,34.6,8.3,11.4,13.6,30,356.6
East Madhya Pradesh,1972,0.4,10.4,0.1,2.3,0.2,54.1
East Madhya Pradesh,1973,1,29.3,0.1,1,1.1,54.8
East Madhya Pradesh,1974,0.2,6.8,1.3,0.1,4.2,98.8
East Madhya Pradesh,1975,11.8,11.3,13.1,0.1,1.4,190.4
East Madhya Pradesh,1976,13.5,2.4,5.6,14.6,10.7,84.7
East Madhya Pradesh,1977,10.3,4.6,4.6,7.4,7.7,275.8
East Madhya Pradesh,1978,22.3,73.6,30.5,5,0.2,209.1
East Madhya Pradesh,1979,47.5,45.4,2.5,0.4,11.2,98.9
East Madhya Pradesh,1980,9.5,4,4,0.6,1.3,250.1
East Madhya Pradesh,1981,13.6,1.1,24.3,2.1,14.8,152
East Madhya Pradesh,1982,86,13.4,9.7,1.7,21.4,97.1
East Madhya Pradesh,1983,10.5,12.4,0.2,7.9,10.3,98.1
East Madhya Pradesh,1984,53.7,37.6,0,3.4,2,91.4
East Madhya Pradesh,1985,42.7,6.2,0.3,5.5,3.2,94.9
East Madhya Pradesh,1986,11.7,99,19.8,1.4,11.6,186.8
East Madhya Pradesh,1987,37.7,44.9,8,0.1,8.2,45.2
East Madhya Pradesh,1988,7.1,17.6,4.6,5.6,4.1,199.1
East Madhya Pradesh,1989,0.4,0,18.5,0,3.4,190.3
East Madhya Pradesh,1990,0.8,31.1,2.2,2.1,32,315.2
East Madhya Pradesh,1991,3.5,7.8,16.1,3.4,2.6,98.6
East Madhya Pradesh,1992,0,0,0.5,0.4,7.1,38.4
East Madhya Pradesh,1993,0,12.2,15.8,1,5.5,105.6
East Madhya Pradesh,1994,9.5,10.7,0,9.9,1,264.7
East Madhya Pradesh,1995,24.1,8.9,47,3.2,2.1,81
East Madhya Pradesh,1996,39.1,15.9,3.5,1.9,0.9,67.2
East Madhya Pradesh,1997,4,0,0.6,7.4,3.3,95.1
East Madhya Pradesh,1998,29.7,5.7,24.1,5.2,2.9,84.4
East Madhya Pradesh,1999,1.5,21.2,0,0,4.8,122.5
East Madhya Pradesh,2000,0.1,0,0.1,0.1,7.4,167.5
East Madhya Pradesh,2001,2.3,0.8,2.4,23,12.4,255.5
East Madhya Pradesh,2002,1.8,29.6,1.2,0.2,5.2,93.5
East Madhya Pradesh,2003,0.7,59.6,2.2,1,0.4,119.9
East Madhya Pradesh,2004,19.8,0.4,0,1.7,3.9,208.1
East Madhya Pradesh,2005,35.2,10.6,27.4,3.4,41.7,163.9
East Madhya Pradesh,2006,0,0,50.3,14.2,18,56.3
East Madhya Pradesh,2007,7,26.3,8.6,2.9,6.2,74.8
East Madhya Pradesh,2008,1.4,4.1,8.9,2.5,5.3,307.6
East Madhya Pradesh,2009,14.8,1,1.8,2.7,3.7,35.3
East Madhya Pradesh,2010,2.9,10.4,0.1,0.7,1.7,58.4
East Madhya Pradesh,2011,0.6,1.9,0.3,7.1,4.7,332.5
East Madhya Pradesh,2012,39.4,0.7,0.6,1.1,1.2,67.8
East Madhya Pradesh,2013,2,43.4,14.1,9.5,0.3,311.9
East Madhya Pradesh,2014,32.1,49.7,17.8,5.1,2.5,91.8
East Madhya Pradesh,2015,37.3,11,73.4,25.8,6.3,139.2
East Madhya Pradesh,2016,20.2,2.1,17.6,0.1,17.9,99
East Madhya Pradesh,2017,4.6,6.7,2,0,11.4,119
Gujarat Region,1901,4.2,0,0.6,1.6,7,60.3
Gujarat Region,1902,3.9,0,0,0.6,1,32.8
Gujarat Region,1903,0.3,0.1,1.4,0,12.3,30.1
Gujarat Region,1904,0.8,10.6,16.8,0.2,3.9,48.3
Gujarat Region,1905,0.1,0.7,1.1,0.3,0,20.1
Gujarat Region,1906,0,12.7,0,0,0.1,177.5
Gujarat Region,1907,0.3,14.6,0.2,2.1,0.4,72.4
Gujarat Region,1908,5.2,0.3,0.2,0,0.1,67.5
Gujarat Region,1909,0.1,0.5,0.1,5.5,2.6,160.5
Gujarat Region,1910,0.6,0,0,0.1,0,262.6
Gujarat Region,1911,3.5,0,18.9,0,0.9,158
Gujarat Region,1912,0.1,0,0,0.2,0.6,105.1
Gujarat Region,1913,0,0,0.1,0,13.5,364.5
Gujarat Region,1914,0,3.7,0,0.2,5.4,222.3
Gujarat Region,1915,7.5,1.9,12.1,1.6,2.3,128.7
Gujarat Region,1916,0,0,0.2,0.1,8.7,126.7
