States/UTs,YEAR,JUL,AUG,SEP,OCT,NOV,DEC
Naga Mani Mizo Tripura,1939,638.8,333.9,380.8,198.8,30,2
Naga Mani Mizo Tripura,1940,458.2,345.7,373.3,131.6,31.4,23.6
Naga Mani Mizo Tripura,1941,489.5,372.6,288.2,143.3,44.2,7.9
Naga Mani Mizo Tripura,1942,403.3,461.8,420.8,65.4,143.2,1.5
Naga Mani Mizo Tripura,1943,422.5,485.2,354.9,84,2.2,0.6
Naga Mani Mizo Tripura,1944,527.9,440.7,490.8,110.5,4.4,0.7
Naga Mani Mizo Tripura,1945,573.9,509.7,378.8,205.6,13.3,53.3
Naga Mani Mizo Tripura,1946,647.7,397.9,305.1,311.4,7.7,50.5
Naga Mani Mizo Tripura,1947,640.5,491.1,415.6,306,1.7,29.7
Naga Mani Mizo Tripura,1948,500.1,472.5,424.2,140,71.4,3.7
Naga Mani Mizo Tripura,1949,507.7,416.9,427.5,177.3,4.2,2
Naga Mani Mizo Tripura,1950,449.4,535.3,255.4,237.5,82.9,8.7
Naga Mani Mizo Tripura,1951,436.2,440.5,191.1,310.6,54.9,20.8
Naga Mani Mizo Tripura,1952,556.8,422.8,320.5,323.6,76.2,1.1
Naga Mani Mizo Tripura,1953,387,424.3,443.8,136.2,25,8.7
Naga Mani Mizo Tripura,1954,491.4,558.3,361.7,294.2,2.4,8.8
Naga Mani Mizo Tripura,1955,559.2,514.7,253.8,183.5,220.2,5.1
Naga Mani Mizo Tripura,1956,529.8,469.6,257.5,187.1,101.1,7.4
Naga Mani Mizo Tripura,1957,425.7,429.1,354.4,148.3,0.8,1.7
Naga Mani Mizo Tripura,1958,308.3,254.8,299.5,238.5,2.3,2.7
Naga Mani Mizo Tripura,1959,396.3,357.3,239.1,352.8,0.1,3.9
Naga Mani Mizo Tripura,1960,374.9,286.6,255.6,165.9,51.3,0.3
Naga Mani Mizo Tripura,1961,316.5,342.8,258.8,96.1,24.4,0.8
Naga Mani Mizo Tripura,1962,298.8,356.6,142.5,130.4,0,0
Naga Mani Mizo Tripura,1963,510.3,383,494.6,373.4,6.5,1.2
Naga Mani Mizo Tripura,1964,484.4,242,213.3,284.7,46.3,7.5
Naga Mani Mizo Tripura,1965,373.4,323,262.2,164.1,22.6,37
Naga Mani Mizo Tripura,1966,399.3,405,361.5,207,40.9,65.1
Naga Mani Mizo Tripura,1967,388,334,341.3,184.8,10.9,1.1
Naga Mani Mizo Tripura,1968,531.9,391,178.3,68.9,28.7,0
Naga Mani Mizo Tripura,1969,868.3,1347.2,228.1,126.3,23.2,0
Naga Mani Mizo Tripura,1970,976.7,836.7,486.2,425.6,116.7,1
Naga Mani Mizo Tripura,1971,624,553.1,421.2,171.3,94.6,4.5
Naga Mani Mizo Tripura,1972,262.7,270.8,129.6,45,12.5,0
Naga Mani Mizo Tripura,1973,260,323.9,232.7,159.7,162.6,43.6
Naga Mani Mizo Tripura,1974,517.3,361.5,273.4,167.8,81.8,0.2
Naga Mani Mizo Tripura,1975,526.6,252.9,278.9,205.1,146.1,0.3
Naga Mani Mizo Tripura,1976,507.8,365,175.1,64.8,34.2,0.1
Naga Mani Mizo Tripura,1977,389.1,355.8,193,149.6,38.2,16.6
Naga Mani Mizo Tripura,1978,357.8,277,273.9,70.4,21.6,0
Naga Mani Mizo Tripura,1979,370,309.7,272.9,57.9,47.1,33.1
Naga Mani Mizo Tripura,1980,327.4,312.1,364.4,168.5,0.1,0.7
Naga Mani Mizo Tripura,1981,448.1,329.7,213.2,33.1,11.5,9.6
Naga Mani Mizo Tripura,1982,373.6,466.3,284.5,32.8,38.1,3.7
Naga Mani Mizo Tripura,1983,329.7,392.8,239.7,189,6.2,30.2
Naga Mani Mizo Tripura,1984,255.3,387.2,250.2,120.4,9.1,28.8
Naga Mani Mizo Tripura,1985,275.5,301.9,279.4,52.3,8.7,9.9
Naga Mani Mizo Tripura,1986,376.9,364.6,355.8,311.7,131.2,26.3
Naga Mani Mizo Tripura,1987,447.2,422.7,388.6,172.2,74,6.1
Naga Mani Mizo Tripura,1988,540,407.4,298.6,298.6,75.3,4.3
Naga Mani Mizo Tripura,1989,470.6,393.6,376.3,352.9,5.3,2.3
Naga Mani Mizo Tripura,1990,387.9,344.7,339.4,168.2,99.3,42.9
Naga Mani Mizo Tripura,1991,297.3,326,387.3,291.4,28,58.9
Naga Mani Mizo Tripura,1992,439.1,397.2,323.6,243.2,25.4,8.5
Naga Mani Mizo Tripura,1993,530.9,428.9,302.9,165.4,16,0
Naga Mani Mizo Tripura,1994,305.7,335.7,161.6,102,27,0
Naga Mani Mizo Tripura,1995,403.6,495.9,312.5,129.7,155.3,0.2
Naga Mani Mizo Tripura,1996,395.1,363.5,341.3,179.7,18.8,8.7
Naga Mani Mizo Tripura,1997,598.5,273.9,361.6,48.6,17.8,41.3
Naga Mani Mizo Tripura,1998,480.6,367.3,222.3,97.9,46.5,0.3
Naga Mani Mizo Tripura,1999,422.7,391.3,338.5,227.7,16.5,18.3
Naga Mani Mizo Tripura,2000,269.2,465,298.3,185.2,24.2,1.1
Naga Mani Mizo Tripura,2001,322.6,263,269,266.4,65.4,0.2
Naga Mani Mizo Tripura,2002,462.2,358.4,225.7,98.9,71.9,6
Naga Mani Mizo Tripura,2003,262.4,281.7,288.4,175.1,5.1,40.9
Naga Mani Mizo Tripura,2004,558.6,284.3,351,132.7,6.4,0.5
Naga Mani Mizo Tripura,2005,301.5,334.8,292.6,194.3,15.6,10.5
Naga Mani Mizo Tripura,2006,335,241.6,231.1,90.4,13,3.7
Naga Mani Mizo Tripura,2007,430,373.8,426.6,180.5,82.6,10.1
Naga Mani Mizo Tripura,2008,333.3,358.6,223.7,150.2,4.7,1.2
Naga Mani Mizo Tripura,2009,295.8,380.9,271.3,158.2,26.1,0.2
Naga Mani Mizo Tripura,2010,367.5,393.2,309.8,220.2,9.2,33.5
Naga Mani Mizo Tripura,2011,313.3,367.6,258.3,92.6,2.4,0.2
Naga Mani Mizo Tripura,2012,280.1,342.7,248.7,160.9,32,0.4
Naga Mani Mizo Tripura,2013,255.9,291.3,241.4,125.6,0.3,1.2
Naga Mani Mizo Tripura,2014,295.7,372.3,300.9,69.6,3.3,0.1
Naga Mani Mizo Tripura,2015,413.6,334.2,255.9,118.7,3.9,10
Naga Mani Mizo Tripura,2016,326.2,319,296,114.7,90.3,1.7
Naga Mani Mizo Tripura,2017,431.5,543.3,352.2,287.6,7.6,68.1
Sub Himalayan West Bengal & Sikkim,1901,524.8,501.1,242.7,55.5,17.9,2.6
Sub Himalayan West Bengal & Sikkim,1902,671,603.8,799.9,74.4,5.6,0
Sub Himalayan West Bengal & Sikkim,1903,431.5,708.8,365.2,141.3,0.3,0
Sub Himalayan West Bengal & Sikkim,1904,500.4,468.5,260.6,164.8,8.9,1.1
Sub Himalayan West Bengal & Sikkim,1905,523.1,1036.6,321.1,87.9,2.7,18.7
Sub Himalayan West Bengal & Sikkim,1906,706.4,816,208.6,140.5,8,0.4
Sub Himalayan West Bengal & Sikkim,1907,889.8,358.8,456.1,40,5.8,4.1
Sub Himalayan West Bengal & Sikkim,1908,449.1,268.5,441.6,36,2.3,0
Sub Himalayan West Bengal & Sikkim,1909,340.9,600.5,340.2,136.8,3.6,1.8
Sub Himalayan West Bengal & Sikkim,1910,859.8,489.2,353.1,188,11.2,0.2
Sub Himalayan West Bengal & Sikkim,1911,853.2,430.4,493.3,326.4,12.4,0.1
Sub Himalayan West Bengal & Sikkim,1912,743.5,553.3,335.6,133,121.9,0.5
Sub Himalayan West Bengal & Sikkim,1913,596.1,477.7,476.6,153.7,4.8,53.2
Sub Himalayan West Bengal & Sikkim,1914,351.3,741.7,392.8,43,14.8,0.3
Sub Himalayan West Bengal & Sikkim,1915,509.1,610.7,359,116.5,13,0.6
Sub Himalayan West Bengal & Sikkim,1916,1020.8,514.9,571.9,209.9,5.6,1.1
Sub Himalayan West Bengal & Sikkim,1917,740.5,410.5,428,354.3,1.7,0.4
Sub Himalayan West Bengal & Sikkim,1918,703.8,746.9,345,33.6,2,0.1
Sub Himalayan West Bengal & Sikkim,1919,704,285.9,518.2,170.5,6.1,0.4
Sub Himalayan West Bengal & Sikkim,1920,389.8,608.7,788.8,161,0.2,0
Sub Himalayan West Bengal & Sikkim,1921,970.2,521.4,479.6,183.8,2.7,7.1
Sub Himalayan West Bengal & Sikkim,1922,719.8,526.3,571.2,87.2,1.9,3.9
Sub Himalayan West Bengal & Sikkim,1923,656.3,228.1,504.1,76.5,0.6,1.7
Sub Himalayan West Bengal & Sikkim,1924,732,491.2,439,128.2,81.4,1.9
Sub Himalayan West Bengal & Sikkim,1925,446,664.5,568.6,69.3,14.8,0.8
Sub Himalayan West Bengal & Sikkim,1926,853.8,396.4,331.8,102.8,0.2,9.9
Sub Himalayan West Bengal & Sikkim,1927,518.1,408.4,543.5,107.3,16.3,0.3
Sub Himalayan West Bengal & Sikkim,1928,666.2,660.9,395.9,255.3,14.9,1.9
Sub Himalayan West Bengal & Sikkim,1929,554.5,392.6,400.9,513.5,10.5,14.3
Sub Himalayan West Bengal & Sikkim,1930,346.1,475.8,329.6,140.4,52,2.4
Sub Himalayan West Bengal & Sikkim,1931,793.8,408.7,585.3,112.1,12.7,4.5
Sub Himalayan West Bengal & Sikkim,1932,363.5,582.9,380.1,154.4,132.1,24.4
Sub Himalayan West Bengal & Sikkim,1933,653.3,512.3,284.1,149.3,3.9,1.1
Sub Himalayan West Bengal & Sikkim,1934,656.2,455.6,436.3,151.4,4,6.8
Sub Himalayan West Bengal & Sikkim,1935,365.4,935.1,521.7,18,6.3,1.8
Sub Himalayan West Bengal & Sikkim,1936,663.8,508.7,536,113.2,0.1,8.3
Sub Himalayan West Bengal & Sikkim,1937,477.3,654,354.8,351.6,6.7,2
Sub Himalayan West Bengal & Sikkim,1938,699.4,539,461,102.4,4.4,0.1
Sub Himalayan West Bengal & Sikkim,1939,605.9,460.5,444.6,146.3,6.5,0.3
Sub Himalayan West Bengal & Sikkim,1940,600.3,400.8,408.4,11.7,9.5,3.1
Sub Himalayan West Bengal & Sikkim,1941,544.9,582.1,452.8,154.5,22,4.5
Sub Himalayan West Bengal & Sikkim,1942,382.2,363.8,511.7,49.7,7.6,0
Sub Himalayan West Bengal & Sikkim,1943,450,555.7,532.8,39.6,4,0.9
Sub Himalayan West Bengal & Sikkim,1944,446.9,416.7,613.3,52.1,6.9,0
Sub Himalayan West Bengal & Sikkim,1945,551.3,680,406.9,235.9,0,1.3
Sub Himalayan West Bengal & Sikkim,1946,599.9,401.1,461.7,297,7.8,0.2
Sub Himalayan West Bengal & Sikkim,1947,688.1,439.2,542,141.9,1.9,0.5
Sub Himalayan West Bengal & Sikkim,1948,798,415.5,349.2,185.8,57.1,1.3
Sub Himalayan West Bengal & Sikkim,1949,645.1,586.3,395.8,311.4,0.1,5.1
Sub Himalayan West Bengal & Sikkim,1950,570.9,639.9,366.2,131,0.2,0.3
Sub Himalayan West Bengal & Sikkim,1951,778.3,503.7,326.1,158,37.3,0
Sub Himalayan West Bengal & Sikkim,1952,713,522.9,587.9,148.8,20.7,3.7
Sub Himalayan West Bengal & Sikkim,1953,755.2,315.5,540.7,105.7,0.4,4.1
Sub Himalayan West Bengal & Sikkim,1954,961.5,496.2,250.8,85.6,0.7,3.5
Sub Himalayan West Bengal & Sikkim,1955,1064.6,626.2,365,51.3,6.1,4.6
Sub Himalayan West Bengal & Sikkim,1956,471.4,486.8,285.2,215.8,30.1,3.6
Sub Himalayan West Bengal & Sikkim,1957,650.6,535.4,208.4,73.7,7.7,3.8
Sub Himalayan West Bengal & Sikkim,1958,500.3,898.1,353.2,145.6,1.8,3
Sub Himalayan West Bengal & Sikkim,1959,538.6,291.7,337.9,345,0.9,0.1
Sub Himalayan West Bengal & Sikkim,1960,764.5,387.2,623,71.9,0,0
Sub Himalayan West Bengal & Sikkim,1961,448.9,542,341.5,127.5,2.1,5.4
Sub Himalayan West Bengal & Sikkim,1962,516.6,663.2,279.5,77.4,0.4,2.6
Sub Himalayan West Bengal & Sikkim,1963,676.1,611.9,267.7,152.5,21.7,3
Sub Himalayan West Bengal & Sikkim,1964,959.1,445.6,486.8,151,3.4,0.1
Sub Himalayan West Bengal & Sikkim,1965,697.6,830.2,345.7,39.5,32.7,0.2
Sub Himalayan West Bengal & Sikkim,1966,741.5,682.8,357.3,100.9,18.3,3.8
Sub Himalayan West Bengal & Sikkim,1967,901.6,274.1,409.4,128.7,7.9,11.1
Sub Himalayan West Bengal & Sikkim,1968,827.6,594.2,514.8,314.3,87.3,0.5
Sub Himalayan West Bengal & Sikkim,1969,550.5,448.2,431.2,45.8,34.1,0
Sub Himalayan West Bengal & Sikkim,1970,731.2,425.4,560.8,60.7,3.3,0
Sub Himalayan West Bengal & Sikkim,1971,599.5,542,375.4,328.7,24.8,1.9
Sub Himalayan West Bengal & Sikkim,1972,590.3,335.1,407.1,86.8,12.3,0.9
Sub Himalayan West Bengal & Sikkim,1973,426.5,424.7,474.1,281.3,16.6,3.9
Sub Himalayan West Bengal & Sikkim,1974,826.8,673.7,480.8,175,3,8.3
Sub Himalayan West Bengal & Sikkim,1975,808.2,263.8,515.7,174.6,1,6.6
Sub Himalayan West Bengal & Sikkim,1976,531.9,671.7,288,113.1,35.5,1.2
Sub Himalayan West Bengal & Sikkim,1977,502.9,627.8,316,263.7,60.8,25.3
Sub Himalayan West Bengal & Sikkim,1978,545.2,274,376.5,62.9,61.1,10.8
Sub Himalayan West Bengal & Sikkim,1979,741.7,432.4,427,286.5,31.7,38.1
Sub Himalayan West Bengal & Sikkim,1980,774.4,692.5,477.5,151.2,0.9,2
Sub Himalayan West Bengal & Sikkim,1981,833.1,540.9,453.2,38.1,9.2,17.3
Sub Himalayan West Bengal & Sikkim,1982,749.5,305.5,341.6,54.1,20,10.6
Sub Himalayan West Bengal & Sikkim,1983,758.4,295.6,535.8,125.1,3.2,20.8
Sub Himalayan West Bengal & Sikkim,1984,737.2,364.8,405.5,179.1,5.1,11.5
Sub Himalayan West Bengal & Sikkim,1985,907.4,372.7,464.5,211.9,17.4,27.3
Sub Himalayan West Bengal & Sikkim,1986,545.4,363.2,493.9,215.1,15.5,6.4
Sub Himalayan West Bengal & Sikkim,1987,791.9,836.6,530.3,150.3,5.6,1.2
Sub Himalayan West Bengal & Sikkim,1988,831.7,990.5,446.6,76,18.4,5.5
Sub Himalayan West Bengal & Sikkim,1989,629.8,407.8,593.6,98.9,30.7,17.6
Sub Himalayan West Bengal & Sikkim,1990,814.1,916.6,440.6,115,0.4,13.7
Sub Himalayan West Bengal & Sikkim,1991,592.6,500.9,689.5,67.8,1.7,30.4
Sub Himalayan West Bengal & Sikkim,1992,736.3,458,276.4,125.5,5,9.5
Sub Himalayan West Bengal & Sikkim,1993,723.9,521.6,352.2,228.8,28.4,2.4
Sub Himalayan West Bengal & Sikkim,1994,357.3,396.1,302.1,84.3,8.5,2.2
Sub Himalayan West Bengal & Sikkim,1995,775.3,539.2,638.5,99.7,88.6,14
Sub Himalayan West Bengal & Sikkim,1996,863.6,545.1,337.9,107.3,0.4,0
Sub Himalayan West Bengal & Sikkim,1997,488.1,479,443.9,41.3,16.3,56.5
Sub Himalayan West Bengal & Sikkim,1998,854.6,860.4,478.9,209.1,13.1,2.1
Sub Himalayan West Bengal & Sikkim,1999,831.7,751.6,404.1,246,10.7,4.5
Sub Himalayan West Bengal & Sikkim,2000,574.3,498.1,465.8,82.9,22.6,1.2
Sub Himalayan West Bengal & Sikkim,2001,399,424.5,434.9,282.8,36.6,5.9
Sub Himalayan West Bengal & Sikkim,2002,743.3,406.6,340.1,75.7,8.7,10.8
Sub Himalayan West Bengal & Sikkim,2003,703,354,321.4,223,16.4,19.2
Sub Himalayan West Bengal & Sikkim,2004,739.5,356.4,394.7,198.4,9,4.4
Sub Himalayan West Bengal & Sikkim,2005,704.3,564.5,229.9,271.1,8.8,0.5
Sub Himalayan West Bengal & Sikkim,2006,470.2,295,456.8,118.4,20.3,7.9
Sub Himalayan West Bengal & Sikkim,2007,686.3,412.4,458.6,79.5,8.8,2
Sub Himalayan West Bengal & Sikkim,2008,657.7,636.3,296.7,97.9,16.9,9.5
Sub Himalayan West Bengal & Sikkim,2009,456.1,568.4,174.6,235.1,9.1,5.6
Sub Himalayan West Bengal & Sikkim,2010,593.4,461.3,308.1,66.2,7.9,2.2
Sub Himalayan West Bengal & Sikkim,2011,612.3,470.3,356.3,46.7,26.7,4.3
Sub Himalayan West Bengal & Sikkim,2012,684.5,332.7,434.7,119.4,12.5,7.4
Sub Himalayan West Bengal & Sikkim,2013,588.4,416.3,308,199.8,16.1,2.7
Sub Himalayan West Bengal & Sikkim,2014,384.6,563.3,371.5,31.2,5.3,2.4
Sub Himalayan West Bengal & Sikkim,2015,393.3,626.6,354.9,53.6,23.8,9
Sub Himalayan West Bengal & Sikkim,2016,732.1,209.9,494.3,155.6,0,0.3
Sub Himalayan West Bengal & Sikkim,2017,478.6,777.9,390.1,166.5,3.8,1
Gangetic West Bengal,1901,280.8,275.7,313.5,51.1,83.4,0
Gangetic West Bengal,1902,347.8,264.8,230.5,32.5,10.4,9.9
Gangetic West Bengal,1903,179.6,277.6,300.7,198,8.2,0
Gangetic West Bengal,1904,435.3,241.7,142.8,35.1,4.1,0.1
Gangetic West Bengal,1905,525.5,263.6,287.6,107.3,0,5.2
Gangetic West Bengal,1906,307.1,264.6,193.2,140,12.5,0
Gangetic West Bengal,1907,217.5,249.9,232.3,13.3,0,24.7
Gangetic West Bengal,1908,383.5,290.4,174.9,21.3,0.2,0
Gangetic West Bengal,1909,232.4,504.3,273,75.3,1.3,21.4
Gangetic West Bengal,1910,319.4,250.9,209.6,170.7,0.2,0
Gangetic West Bengal,1911,168.4,261.5,260.2,93.3,12.3,0
Gangetic West Bengal,1912,325.3,255,134.3,99.5,78.7,0
Gangetic West Bengal,1913,367.7,290.3,186.2,122.6,18.5,9.8
Gangetic West Bengal,1914,400.8,218.8,186.4,28.5,0,16.4
Gangetic West Bengal,1915,228.5,236.7,229.3,88.3,59,0.3
Gangetic West Bengal,1916,148.9,320.5,283.8,286.7,78.2,0.1
Gangetic West Bengal,1917,321.8,259.9,204.7,358.3,9.7,0
Gangetic West Bengal,1918,194.2,366.8,169.2,4.1,0.3,3
Gangetic West Bengal,1919,299,385.9,148.9,48,35.7,0
Gangetic West Bengal,1920,380.3,294.4,171.2,106.1,2.5,0
Gangetic West Bengal,1921,279.6,382.1,177.7,51.9,0,0
Gangetic West Bengal,1922,269.7,400.8,244.3,75.8,4.7,1.4
Gangetic West Bengal,1923,330.8,405.6,110.1,72.2,16.9,1.2
Gangetic West Bengal,1924,308,260.7,254.8,82.1,62.5,0
Gangetic West Bengal,1925,305.7,211.2,158.4,184.5,3.1,0
Gangetic West Bengal,1926,579.3,431.3,243.7,78.9,0.9,9.1
Gangetic West Bengal,1927,317.4,224.6,161.6,58.6,3.7,0
Gangetic West Bengal,1928,428.1,325.1,113.3,149.9,1.7,0.1
Gangetic West Bengal,1929,398.6,297.3,168.3,264.6,0,31.4
Gangetic West Bengal,1930,410.7,307.3,200.1,41.1,95.1,1.1
Gangetic West Bengal,1931,368.5,286.7,197,168.3,59,0.9
Gangetic West Bengal,1932,297.5,259.6,177.7,64.2,110.2,0
Gangetic West Bengal,1933,384.9,420.8,266.9,144.8,2.1,0.8
Gangetic West Bengal,1934,209,269.6,197.1,85,14.9,17.8
Gangetic West Bengal,1935,233.1,298.9,171.1,9.6,0,1.6
Gangetic West Bengal,1936,331.4,251.4,253.9,74.7,4,7.5
Gangetic West Bengal,1937,265.6,280.4,295.7,109.2,1.9,0.4
Gangetic West Bengal,1938,244.6,310.2,160.8,78.9,14.2,0
Gangetic West Bengal,1939,420.2,450.9,207.5,220.6,21.2,0.8
Gangetic West Bengal,1940,236.2,384.3,199.6,58.9,7.3,2.8
Gangetic West Bengal,1941,404.3,396.5,184.4,219.6,74.3,0.4
Gangetic West Bengal,1942,374.9,406.9,384.1,142.6,13.9,0
Gangetic West Bengal,1943,418.5,320.5,186.8,90,0,0
Gangetic West Bengal,1944,349.8,477.4,147,79.1,0.1,0
Gangetic West Bengal,1945,196.3,213.2,198.6,244.2,0.1,0.3
Gangetic West Bengal,1946,297.4,374.2,305.3,196.8,28.3,0.2
Gangetic West Bengal,1947,348.9,292,237.4,95.9,0.5,33.5
Gangetic West Bengal,1948,268.4,323.6,214.3,116.7,113.6,0
Gangetic West Bengal,1949,325,285.5,209.8,110.5,1.3,0
Gangetic West Bengal,1950,338.8,373.3,176.4,93.3,115.2,0
Gangetic West Bengal,1951,253.5,260.3,200.1,140,36,0.4
Gangetic West Bengal,1952,431,244.7,189.1,159.6,2.5,0
Gangetic West Bengal,1953,358.3,343.1,278.5,56,38.6,0
Gangetic West Bengal,1954,201.7,215.1,247.1,56.8,1.5,28
Gangetic West Bengal,1955,338.8,251.9,188.1,151.9,73.9,0.1
Gangetic West Bengal,1956,253.9,295.4,391.1,157.6,12.7,3.9
Gangetic West Bengal,1957,312.1,201.1,239.4,38.2,0.1,0
Gangetic West Bengal,1958,280.1,215.1,294.7,109.3,8.9,0
Gangetic West Bengal,1959,273.3,328.5,487.3,331.2,0.3,0.4
Gangetic West Bengal,1960,336.5,317.4,246.3,71.1,0.6,0
Gangetic West Bengal,1961,171.4,252.8,290.9,101,0.8,0.1
Gangetic West Bengal,1962,241.1,209.3,233.6,141,0,0.1
Gangetic West Bengal,1963,277.6,167.1,270.9,131.5,9.5,0.5
Gangetic West Bengal,1964,404.2,211.3,219.9,124,8,0
Gangetic West Bengal,1965,289.6,287,220.3,80.1,0.3,0.2
Gangetic West Bengal,1966,168.7,236.6,187.2,84.9,34.7,6.3
Gangetic West Bengal,1967,247.8,368.8,326.2,52.3,1.3,1.4
Gangetic West Bengal,1968,418.2,472.2,115.2,115.9,37.8,0.6
Gangetic West Bengal,1969,276.2,418,300.9,45.9,23.2,0.2
Gangetic West Bengal,1970,285,219.8,472.6,195,15.8,0
Gangetic West Bengal,1971,472.5,573.4,252.8,163.5,31.4,0
Gangetic West Bengal,1972,288.3,543.2,222.5,59.7,2.1,0
Gangetic West Bengal,1973,304.9,335,401.6,206.6,20.9,23.9
Gangetic West Bengal,1974,438.5,317.1,262.7,140.3,4.6,0
Gangetic West Bengal,1975,364.9,331.1,286.3,141.6,42.6,0
Gangetic West Bengal,1976,296.6,279.6,197.5,52.1,31.2,0.6
Gangetic West Bengal,1977,450.9,329.4,171.3,86.6,48,35.5
Gangetic West Bengal,1978,274.1,349.1,591.8,148.8,10.3,6.4
Gangetic West Bengal,1979,296.4,229.6,167,48,11.5,20.4
Gangetic West Bengal,1980,403.2,243.3,181,158.6,0,0.4
Gangetic West Bengal,1981,417.7,327.7,250,11.6,3.8,72.8
Gangetic West Bengal,1982,224.5,308.9,101.1,29.2,17.9,0
Gangetic West Bengal,1983,207.6,365.4,247.4,167.6,1.1,13.6
Gangetic West Bengal,1984,332.7,442.2,196.4,111.8,0,0
Gangetic West Bengal,1985,286.3,340.6,201.8,137.2,1.8,0
Gangetic West Bengal,1986,313.4,181.2,522.2,201.5,106.4,20.6
Gangetic West Bengal,1987,427.4,473,262.6,34.1,43.7,7.7
Gangetic West Bengal,1988,299.9,292.6,207.1,100.4,39.5,0.5
Gangetic West Bengal,1989,414.5,291.4,284.2,105.5,3.7,18.3
Gangetic West Bengal,1990,520.2,236.3,300.7,174.2,47.9,3.5
Gangetic West Bengal,1991,381.2,331.3,249.2,125.6,15.6,67.5
Gangetic West Bengal,1992,407.6,254.1,226.6,66.2,4.4,0.2
Gangetic West Bengal,1993,280,357.7,421.4,94.2,38.2,0
Gangetic West Bengal,1994,426.1,294.4,166.1,82.9,9.6,0
Gangetic West Bengal,1995,401.1,413,411.5,86.4,160.5,6.2
Gangetic West Bengal,1996,251.3,472,143.5,155.9,4.1,0
Gangetic West Bengal,1997,437.3,387.3,244,27.8,30.5,24.9
Gangetic West Bengal,1998,295.2,265.7,296.3,191.4,77.1,0
Gangetic West Bengal,1999,405.2,375.4,467.8,195.3,13.7,0
Gangetic West Bengal,2000,341.5,178.4,428.4,76.2,1.6,0.1
Gangetic West Bengal,2001,269.3,248.7,205.9,163.6,8.8,0
Gangetic West Bengal,2002,281.6,289.3,326.4,71.5,50.9,0.1
Gangetic West Bengal,2003,253.4,239.3,155,341.5,8.9,17.7
Gangetic West Bengal,2004,250.7,389.9,264.3,220.7,0,0.8
Gangetic West Bengal,2005,354.5,226.7,221.3,351.7,0,4.9
Gangetic West Bengal,2006,486.6,320.3,380.9,49.7,5.9,0.3
Gangetic West Bengal,2007,610.1,328,459.9,55.8,24.6,0
Gangetic West Bengal,2008,338.4,252.2,267.3,72.3,0,0.2
Gangetic West Bengal,2009,277.6,332.7,294.6,77.3,9.4,0.3
Gangetic West Bengal,2010,196.3,192.6,192.6,96.2,6.3,29.7
Gangetic West Bengal,2011,219.9,443.2,295.9,36.9,1.3,1.4
Gangetic West Bengal,2012,315,261.4,246.9,64.2,47,24.6
Gangetic West Bengal,2013,263.2,401.4,254,353.2,0,0
Gangetic West Bengal,2014,298.7,292.6,229.5,56.9,0.1,0.6
Gangetic West Bengal,2015,633.1,260.6,164,32.7,2.3,6.3
Gangetic West Bengal,2016,334.7,416.7,233.7,69.8,19.2,0
Gangetic West Bengal,2017,489.3,264.5,191.4,225.2,21.9,14
Orissa,1901,288.4,307.7,185.3,76.6,96.7,0
Orissa,1902,437.4,349.1,202.7,33.2,13,29.6
Orissa,1903,410.4,295.2,265.6,228.5,46.2,11
Orissa,1904,336.7,350.4,227.8,111.8,0,1.9
Orissa,1905,330.1,281.4,344.1,36.4,0.7,0.4
Orissa,1906,348.8,261.8,251.7,86.2,13,27.4
Orissa,1907,203.9,531.8,204.8,15.9,14,31.2
Orissa,1908,327.2,507.3,213.9,45.3,0,0
Orissa,1909,452.7,234.3,234,42.3,1.8,58.1
Orissa,1910,381.8,368.7,237.9,216.2,8.5,0
Orissa,1911,172.2,406.2,270,92.3,15,5.9
Orissa,1912,388.4,405.6,216.4,64.5,46.5,0
Orissa,1913,448,356.4,166.3,149.7,25.7,1.7
Orissa,1914,397.7,309.7,342.2,12.9,1,6.8
Orissa,1915,239.4,313,270.8,149.2,125.6,0
Orissa,1916,250.7,334.7,197.6,216.1,55.8,0
Orissa,1917,319,319.4,280.6,364.4,16.4,0.3
Orissa,1918,216.5,324.8,190.1,7.5,5.1,3.6
Orissa,1919,354.7,492.2,138.3,89.8,99.7,2.8
Orissa,1920,561.4,303.9,167.2,44.9,1.6,0
Orissa,1921,321.9,289.1,338.2,62.9,4.4,0
Orissa,1922,431.8,295.4,328.8,50.9,30,0.1
Orissa,1923,288.7,333,210.5,112.6,74.8,4.7
Orissa,1924,228.5,312.4,232,106,152.3,0
Orissa,1925,433.7,429.9,201.5,201.8,4.8,10.7
Orissa,1926,296.5,565.3,288.9,88.1,0,2.6
Orissa,1927,454.5,431.5,181,92.2,22.1,0
Orissa,1928,468.8,266.1,226.5,208,1.7,0.6
Orissa,1929,525,423.4,190.9,185.7,0,15.3
Orissa,1930,357.5,333.7,287.5,50.5,143.1,2.7
Orissa,1931,239.9,511,197,233.4,59.5,0.4
Orissa,1932,474.7,271,246.3,57.3,136,0
Orissa,1933,404.8,448.6,294.7,138.1,20,11.1
Orissa,1934,371.8,425.4,300.1,102.6,17.4,3.3
Orissa,1935,531.3,212.8,237.8,17.5,0.1,2.3
Orissa,1936,360.1,384.9,247.3,154.4,11.5,5.5
Orissa,1937,430.6,290,285.8,75.5,0.8,0.3
Orissa,1938,267.2,339.8,226.4,179,23.7,0
Orissa,1939,411.9,410.1,242.1,181.2,19.3,2.8
